ID_Empleado,Género,Edad,Cargo,Departamento,Años_Experiencia,Horas_Trabajadas_Semana,Numero_Tareas,Nivel_Estrés,Satisfaccion_Laboral,Evaluacion_Desempeño,Salario_Anual,Bonos,Promociones_Ultimos_5_años,Horas_Formacion_Anual,Cursos_Realizados,Certificaciones,Absentismo_Laboral,Accidentes_Laborales,Rotación_Personal,Rendimiento
1245,Masculino,45,Ingeniero,Recursos Humanos,27,30,2,10,4,3.1114987589226732,104452,9081,0,71,5,3,13,1,No,3.8076923076923075
1246,Femenino,32,Asistente de Vuelo,Mantenimiento,5,30,2,1,7,2.061927305519635,83349,1562,2,0,7,0,0,0,Sí,2.2884615384615383
1247,Femenino,55,Analista de Datos,Servicio al Cliente,32,30,11,2,4,3.821451830908463,142293,3195,2,40,3,1,11,2,No,3.519230769230769
1248,Femenino,49,Asistente de Vuelo,Finanzas,14,44,5,9,4,1.5463376208741066,36917,810,2,58,4,1,4,1,Sí,2.692307692307692
1249,Femenino,26,Asistente de Vuelo,Tecnología,8,30,7,8,4,3.044246174268483,97585,9250,0,12,3,3,1,1,Sí,1.9807692307692304
1250,Femenino,26,Asistente de Vuelo,Recursos Humanos,8,30,7,4,6,1.781099074022464,66553,9452,1,53,6,1,3,1,No,3.288461538461538
1251,Masculino,42,Piloto,Finanzas,4,44,13,6,5,3.0190372195178345,103193,8703,3,46,3,4,7,1,No,2.596153846153846
1252,Femenino,33,Piloto,Mantenimiento,15,44,4,2,2,2.17562965149742,148600,4412,3,26,4,2,10,0,Sí,2.884615384615384
1253,Femenino,25,Analista de Datos,Recursos Humanos,7,30,11,5,9,1.2139186781459452,71730,4398,0,76,8,2,5,0,Sí,4.307692307692307
1254,Femenino,62,Supervisor,Recursos Humanos,15,30,14,2,6,3.014836051455919,92273,9317,2,39,7,4,1,1,Sí,3.538461538461538
1255,Masculino,41,Mecánico,Recursos Humanos,23,30,3,5,10,1.7273208347998095,145427,5431,1,31,1,1,2,2,No,3.769230769230769
1256,Femenino,59,Piloto,Tecnología,22,30,9,7,6,1.6446201302766124,50679,4177,0,57,6,0,1,0,No,3.4038461538461533
1257,Femenino,46,Ingeniero,Operaciones,12,30,12,7,9,2.537463590710795,126200,657,0,75,1,4,3,0,Sí,3.7307692307692304
1258,Masculino,35,Piloto,Recursos Humanos,17,30,14,9,1,2.4471486314134534,50505,6336,3,42,9,4,14,2,No,3.2499999999999996
1259,Femenino,32,Administrador,Finanzas,14,30,14,3,7,4.467831462449073,72977,52,3,51,2,2,4,1,Sí,3.8653846153846154
1260,Masculino,53,Asistente de Vuelo,Finanzas,33,44,7,4,3,3.258548091574835,149727,5110,1,76,0,0,11,1,Sí,3.730769230769231
1261,Masculino,32,Piloto,Mantenimiento,14,44,2,9,4,4.418269712539,127629,1108,2,79,1,0,13,0,No,3.5769230769230766
1262,Masculino,39,Analista de Datos,Servicio al Cliente,21,44,1,8,1,1.5873426165683036,91541,986,1,33,2,1,14,2,No,2.2884615384615383
1263,Masculino,48,Ingeniero,Servicio al Cliente,14,44,11,7,3,2.4292410802225763,86967,6026,3,5,4,0,8,2,No,1.6346153846153846
1264,Masculino,39,Ingeniero,Operaciones,8,44,2,8,7,3.221318470414199,127218,8047,2,47,5,1,6,0,Sí,2.730769230769231
1265,Femenino,44,Supervisor,Tecnología,25,30,13,9,6,1.61251227763979,43642,4736,1,17,6,3,7,1,No,2.8269230769230766
1266,Masculino,32,Agente de Tráfico,Tecnología,2,44,12,4,1,1.512228265299222,93859,8402,0,38,4,4,6,1,Sí,2.115384615384615
1267,Masculino,42,Agente de Tráfico,Recursos Humanos,4,44,3,5,9,3.6456063928479074,87540,4959,0,77,4,4,10,2,Sí,3.7884615384615374
1268,Femenino,26,Mecánico,Operaciones,8,44,5,9,4,3.615335883212807,145197,775,0,6,7,1,9,2,No,2.0576923076923075
1269,Masculino,44,Contador,Mantenimiento,19,30,14,7,7,1.936634656343755,113915,9106,2,5,0,1,7,2,No,2.134615384615384
1270,Femenino,62,Analista de Datos,Mantenimiento,4,30,3,4,4,1.90849422175563,63782,7439,2,75,8,1,12,2,No,3.2499999999999996
1271,Femenino,46,Administrador,Servicio al Cliente,9,30,10,6,7,3.9817831173203353,115021,505,3,52,2,4,10,2,Sí,3.0769230769230766
1272,Femenino,62,Piloto,Mantenimiento,15,44,9,1,5,1.467951357674381,112842,3298,1,0,5,1,4,2,No,2.4038461538461533
1273,Masculino,31,Analista de Datos,Recursos Humanos,13,30,10,1,1,4.6930539867066265,138287,4188,2,28,3,4,2,2,Sí,2.9423076923076925
1274,Masculino,43,Agente de Tráfico,Finanzas,24,30,4,9,4,4.774954084162042,121667,4425,2,68,1,4,11,2,Sí,3.326923076923077
1275,Masculino,40,Analista de Datos,Mantenimiento,22,30,7,8,3,4.483969292676985,133731,3001,1,48,5,2,6,2,Sí,3.173076923076923
1276,Femenino,22,Piloto,Operaciones,4,30,4,1,6,1.8427091961062367,38212,260,3,58,9,2,13,0,No,3.8653846153846154
1277,Masculino,28,Supervisor,Recursos Humanos,10,30,3,2,6,1.0672069990954514,47448,8901,2,12,7,3,0,1,No,3.173076923076923
1278,Masculino,25,Mecánico,Mantenimiento,7,30,10,4,1,4.74676336730092,117931,1951,1,44,3,3,2,0,No,3.057692307692308
1279,Masculino,22,Supervisor,Tecnología,4,30,1,1,2,2.375887309414045,142113,2370,2,45,7,0,6,0,Sí,3.5
1280,Femenino,36,Agente de Tráfico,Mantenimiento,18,30,14,2,2,2.2416410599533845,122095,6153,2,22,6,1,12,2,Sí,2.5769230769230766
1281,Femenino,61,Asistente de Vuelo,Tecnología,19,30,12,5,10,2.0467103206285975,48283,8279,3,31,0,4,3,2,Sí,3.365384615384615
1282,Masculino,33,Agente de Tráfico,Recursos Humanos,15,44,9,8,4,1.9781446921955594,128294,6483,0,71,4,0,6,2,No,3.7115384615384612
1283,Masculino,43,Mecánico,Mantenimiento,21,44,13,6,9,3.9382131617666265,127219,5668,2,74,7,2,9,0,No,4.326923076923077
1284,Masculino,43,Piloto,Tecnología,14,30,11,6,2,4.631574513949705,131847,2734,3,12,5,4,9,2,Sí,2.096153846153846
1285,Masculino,38,Contador,Finanzas,10,30,1,4,8,4.144225463740898,80118,2256,1,52,8,0,5,2,Sí,3.4230769230769225
1286,Femenino,50,Supervisor,Servicio al Cliente,32,44,11,2,1,3.696431863833362,141923,1072,1,19,6,2,3,1,Sí,3.057692307692308
1287,Femenino,35,Agente de Tráfico,Recursos Humanos,17,44,13,3,8,2.1510302512457207,122618,3921,0,0,1,3,6,2,Sí,2.8269230769230766
1288,Femenino,41,Supervisor,Tecnología,5,30,1,6,3,3.1878539011777485,55089,2969,1,56,0,1,7,1,Sí,2.192307692307692
1289,Femenino,54,Agente de Tráfico,Operaciones,16,30,1,6,5,1.9478686904997473,66342,5942,0,65,8,1,13,0,Sí,3.480769230769231
1290,Masculino,62,Mecánico,Mantenimiento,27,44,14,5,1,1.4460284168278301,123227,3277,2,10,4,0,7,1,No,2.1538461538461533
1291,Masculino,36,Supervisor,Tecnología,18,44,5,6,1,1.4811718496021107,30040,3969,0,45,1,2,6,2,Sí,2.846153846153846
1292,Masculino,33,Agente de Tráfico,Tecnología,8,44,7,6,6,3.4150764209526643,69749,7920,2,29,3,0,1,2,No,2.2307692307692304
1293,Femenino,61,Piloto,Tecnología,9,30,7,1,3,1.1539186351072304,79414,1488,1,68,9,2,7,1,Sí,3.5576923076923075
1294,Masculino,41,Mecánico,Servicio al Cliente,20,44,10,6,8,4.89301798321447,141909,9850,0,6,5,2,4,1,Sí,2.75
1295,Femenino,51,Contador,Operaciones,33,44,1,5,4,4.981865853986099,136449,7959,3,23,8,1,13,2,No,3.2884615384615383
1296,Femenino,59,Analista de Datos,Operaciones,30,30,6,8,6,1.5976987649977228,94172,9323,1,47,7,3,8,1,No,3.73076923076923
1297,Masculino,24,Asistente de Vuelo,Finanzas,6,44,9,9,10,2.709209638792283,71992,2187,1,42,5,3,5,1,No,3.826923076923076
1298,Masculino,49,Piloto,Servicio al Cliente,10,30,6,6,9,4.072304074221927,64587,5210,1,78,3,4,14,2,No,3.9038461538461537
1299,Masculino,47,Mecánico,Tecnología,29,30,4,10,8,4.820267307810129,110894,270,1,35,9,2,3,0,Sí,3.6923076923076916
1300,Femenino,51,Supervisor,Recursos Humanos,0,30,10,4,4,4.56528469777026,79279,7377,1,73,4,1,8,0,Sí,2.8269230769230766
1301,Masculino,34,Piloto,Servicio al Cliente,16,44,9,3,10,2.0190207355706575,114498,9788,3,0,3,2,0,2,Sí,2.980769230769231
1302,Femenino,34,Mecánico,Servicio al Cliente,16,30,13,10,8,1.3407877352384605,126195,365,3,6,3,4,3,1,Sí,2.5576923076923075
1303,Masculino,23,Mecánico,Operaciones,5,44,3,1,7,2.1549174430095723,61363,8194,3,43,7,1,10,0,No,3.307692307692307
1304,Femenino,58,Supervisor,Finanzas,0,44,13,7,5,2.748949772398705,42812,3051,0,60,3,2,4,1,Sí,2.4807692307692304
1305,Femenino,59,Mecánico,Finanzas,20,44,10,5,7,2.439753268850898,117771,783,1,25,2,3,3,2,No,2.9807692307692304
1306,Masculino,23,Administrador,Servicio al Cliente,5,44,4,4,7,4.095476491598713,111912,4483,0,29,1,3,12,1,Sí,3.1153846153846154
1307,Femenino,57,Piloto,Servicio al Cliente,3,30,4,9,10,2.031151551593296,144442,7138,0,0,9,4,14,0,Sí,2.365384615384615
1308,Femenino,47,Agente de Tráfico,Mantenimiento,0,30,4,7,2,4.434548462947568,59428,9224,0,62,0,3,8,1,No,2.0769230769230766
1309,Masculino,32,Agente de Tráfico,Tecnología,9,44,6,10,7,1.9025377104271364,54321,7159,1,14,4,2,0,0,Sí,1.9999999999999998
1310,Femenino,29,Piloto,Operaciones,11,30,13,8,3,2.4454081797494855,147899,5485,1,62,3,4,2,1,Sí,2.9038461538461533
1311,Masculino,61,Asistente de Vuelo,Tecnología,28,30,11,4,8,2.791236270887859,39085,237,0,54,9,0,8,0,No,4.211538461538462
1312,Femenino,62,Piloto,Recursos Humanos,4,44,11,10,8,2.1648725702045515,98342,7058,1,56,8,4,11,1,Sí,3.115384615384615
1313,Masculino,43,Ingeniero,Recursos Humanos,25,30,7,10,9,4.065488948052932,130583,1462,0,19,8,3,6,0,Sí,3.365384615384615
1314,Masculino,41,Mecánico,Finanzas,23,30,14,8,4,2.638188845667754,53460,9063,1,21,4,1,4,0,Sí,2.5192307692307687
1315,Femenino,29,Analista de Datos,Operaciones,11,44,9,4,10,4.548103093703416,68455,9413,1,49,4,4,10,2,No,4.211538461538462
1316,Femenino,50,Supervisor,Tecnología,15,44,14,1,3,4.854354634141721,140679,1666,0,35,5,2,5,1,No,2.9230769230769234
1317,Femenino,61,Administrador,Finanzas,15,30,11,8,9,4.439228610180078,90157,6296,3,36,3,4,3,0,Sí,3.134615384615384
1318,Femenino,47,Analista de Datos,Recursos Humanos,24,30,3,1,9,3.090500689105966,125795,1656,1,45,5,3,4,1,Sí,4.23076923076923
1319,Femenino,51,Agente de Tráfico,Servicio al Cliente,0,44,8,3,2,3.039233610455296,87078,1131,0,26,7,4,7,1,Sí,2.1730769230769225
1320,Masculino,38,Supervisor,Operaciones,4,44,8,7,6,1.8634905891224607,80939,810,0,18,4,2,4,2,Sí,1.9999999999999996
1321,Femenino,41,Supervisor,Operaciones,19,30,1,3,3,3.3691106498937677,116652,55,1,15,7,2,9,0,No,2.6538461538461537
1322,Masculino,37,Supervisor,Tecnología,4,30,5,8,5,4.810902901760407,40440,3523,1,53,7,3,1,0,No,2.7307692307692304
1323,Masculino,62,Administrador,Mantenimiento,28,44,13,5,2,1.3224261105883013,144051,7559,0,33,2,2,7,1,No,2.7884615384615383
1324,Femenino,28,Mecánico,Tecnología,10,44,10,3,4,4.009829657380315,73368,2662,0,78,5,3,11,2,Sí,4.48076923076923
1325,Masculino,37,Ingeniero,Servicio al Cliente,17,44,5,5,3,4.478158217295408,79131,3279,0,50,0,4,2,0,No,2.846153846153846
1326,Masculino,48,Contador,Servicio al Cliente,1,44,12,5,2,4.94681393798259,32179,1533,2,35,4,4,4,0,No,2.0576923076923075
1327,Masculino,44,Administrador,Finanzas,15,44,8,8,6,2.3390308630677215,136672,4011,1,52,6,0,12,1,Sí,2.961538461538461
1328,Masculino,45,Analista de Datos,Operaciones,27,44,8,9,3,2.4222965849399656,131427,933,2,61,4,3,11,0,No,3.3269230769230766
1329,Femenino,30,Mecánico,Finanzas,12,30,12,6,4,1.9191009666285965,35665,662,0,30,2,1,10,1,Sí,2.9615384615384612
1330,Masculino,56,Piloto,Servicio al Cliente,15,30,2,10,6,4.156254503924985,136517,3845,2,3,1,3,5,0,Sí,1.8076923076923075
1331,Femenino,41,Agente de Tráfico,Mantenimiento,23,30,3,3,5,1.5601584017920525,145340,3023,3,11,1,4,0,0,Sí,3.192307692307692
1332,Femenino,58,Ingeniero,Operaciones,16,44,2,2,4,2.0710678451929647,33390,5967,0,52,8,4,13,2,No,3.6538461538461533
1333,Masculino,62,Mecánico,Servicio al Cliente,3,44,1,3,4,2.181049431081896,38359,8335,3,60,1,2,2,0,No,2.673076923076923
1334,Femenino,38,Piloto,Mantenimiento,3,44,2,9,2,2.499722474894347,121173,7907,2,18,6,0,0,0,Sí,1.3076923076923075
1335,Femenino,52,Ingeniero,Tecnología,24,30,10,7,10,2.686659614447719,104600,6609,3,55,8,1,14,2,No,4.096153846153846
1336,Femenino,29,Piloto,Recursos Humanos,11,30,6,9,4,3.2360998591193826,31781,6280,2,8,2,0,6,0,No,2.2307692307692304
1337,Masculino,36,Administrador,Servicio al Cliente,13,44,12,6,8,4.793493285991243,85018,8431,1,24,6,3,12,1,Sí,2.961538461538461
1338,Femenino,52,Piloto,Recursos Humanos,23,44,1,8,5,1.9891189904431994,102619,2004,1,53,0,3,1,1,No,3.057692307692308
1339,Femenino,51,Ingeniero,Finanzas,10,44,6,10,10,4.116882355702623,55972,6592,2,46,5,4,9,2,No,3.2115384615384612
1340,Femenino,41,Piloto,Recursos Humanos,23,30,1,9,10,3.7055611554735637,120743,5434,0,40,1,2,6,0,Sí,3.326923076923077
1341,Masculino,60,Analista de Datos,Servicio al Cliente,27,44,2,3,8,1.4642009189903336,47985,4246,1,50,9,1,11,2,Sí,4.249999999999999
1342,Femenino,33,Mecánico,Recursos Humanos,6,44,8,7,6,4.241507005441811,114801,3396,2,49,0,2,14,2,No,2.442307692307692
1343,Masculino,38,Ingeniero,Operaciones,9,44,14,9,10,1.3624471185194595,88794,7570,0,6,4,1,13,0,Sí,2.1923076923076925
1344,Masculino,62,Analista de Datos,Servicio al Cliente,30,44,6,2,5,3.9557049185816764,130167,8994,1,26,5,0,2,0,Sí,3.326923076923076
1345,Masculino,51,Piloto,Mantenimiento,18,30,9,7,4,3.8631469809510164,86485,8544,2,47,1,4,2,0,Sí,2.846153846153846
1346,Masculino,50,Piloto,Recursos Humanos,17,44,1,5,10,3.757607446548271,129025,1974,0,54,3,2,0,2,No,3.75
1347,Masculino,40,Supervisor,Operaciones,5,44,5,8,9,2.106769373958201,95013,9325,0,62,2,3,6,2,Sí,3.115384615384615
1348,Masculino,32,Ingeniero,Finanzas,14,30,7,4,10,3.2934679579605093,102778,4561,2,5,0,4,11,2,Sí,3.2499999999999996
1349,Femenino,55,Administrador,Finanzas,6,44,9,1,5,4.046311163200201,127925,1063,3,34,0,1,7,0,No,2.4230769230769234
1350,Masculino,28,Piloto,Recursos Humanos,10,30,14,10,10,3.550367779714067,107064,1395,3,31,2,4,10,2,No,2.7884615384615383
1351,Femenino,55,Agente de Tráfico,Finanzas,33,44,11,8,6,4.217222882178802,70621,9740,3,77,1,3,3,2,No,4.076923076923077
1352,Femenino,41,Contador,Mantenimiento,23,44,9,6,7,3.751529459703759,79394,1530,3,5,1,3,8,0,No,2.6153846153846154
1353,Masculino,59,Administrador,Servicio al Cliente,16,30,4,8,1,2.097799552368926,89992,52,0,62,9,1,13,0,Sí,2.865384615384615
1354,Femenino,45,Mecánico,Operaciones,27,44,13,3,9,1.612226179292552,102441,3151,3,17,4,4,12,2,No,3.865384615384615
1355,Femenino,31,Asistente de Vuelo,Tecnología,13,30,4,8,8,3.5279159453925835,100174,5864,2,30,4,2,3,1,Sí,3.0769230769230766
1356,Femenino,53,Agente de Tráfico,Recursos Humanos,8,30,4,8,5,4.039033523482885,132676,5670,0,51,6,4,9,2,Sí,2.865384615384615
1357,Femenino,36,Asistente de Vuelo,Finanzas,5,30,3,1,3,1.5692918094625332,83797,2786,3,15,4,3,4,1,No,2.1730769230769225
1358,Masculino,58,Piloto,Servicio al Cliente,1,30,8,4,5,1.6992818314496865,87746,1144,2,55,2,1,10,2,No,2.5192307692307687
1359,Femenino,41,Mecánico,Tecnología,8,44,5,7,5,1.048277389033625,61369,2112,1,66,9,0,5,1,No,3.096153846153846
1360,Masculino,24,Analista de Datos,Mantenimiento,2,44,7,1,9,3.126996724143387,80605,295,0,61,5,0,8,0,Sí,3.4615384615384612
1361,Femenino,58,Piloto,Finanzas,15,44,10,3,7,3.16916419098873,55572,4742,2,51,2,4,8,0,Sí,3.519230769230769
1362,Femenino,61,Asistente de Vuelo,Finanzas,24,30,6,3,2,3.000303167194671,66939,1580,3,4,7,3,7,2,No,2.596153846153846
1363,Masculino,29,Piloto,Operaciones,11,30,14,6,5,2.2640400752468617,52866,6278,2,52,5,4,9,0,Sí,3.5576923076923075
1364,Femenino,61,Contador,Mantenimiento,28,30,9,5,9,2.711244937968475,86060,2425,0,79,6,1,11,2,Sí,4.634615384615383
1365,Femenino,44,Supervisor,Mantenimiento,25,30,14,7,2,4.0649470817425435,51953,8147,1,16,2,2,1,2,No,2.1923076923076916
1366,Femenino,61,Contador,Recursos Humanos,34,30,3,3,8,1.7271875250484081,123262,7219,3,30,6,0,11,0,No,3.884615384615384
1367,Masculino,32,Mecánico,Tecnología,14,30,6,1,3,1.806191546619778,77141,7011,2,15,8,4,9,1,No,3.1346153846153846
1368,Femenino,29,Analista de Datos,Operaciones,3,30,3,3,4,3.6679130591063602,140909,2627,1,56,7,3,9,2,No,3.0192307692307687
1369,Masculino,50,Contador,Recursos Humanos,13,30,2,8,2,4.467603494343891,143991,4805,0,20,1,0,0,1,Sí,1.5192307692307692
1370,Femenino,51,Ingeniero,Operaciones,6,30,3,5,9,2.361573872945212,33501,6146,3,40,9,0,11,1,No,3.134615384615384
1371,Masculino,31,Analista de Datos,Mantenimiento,7,30,2,3,6,4.730977300586432,96722,9785,1,38,9,2,1,0,No,3.096153846153846
1372,Masculino,60,Asistente de Vuelo,Operaciones,18,30,2,8,9,1.23070429447061,129685,7618,0,36,1,4,13,2,Sí,3.134615384615384
1373,Femenino,49,Contador,Operaciones,1,30,10,6,8,1.4740772812857843,77018,8701,3,40,6,2,5,0,No,2.7307692307692304
1374,Femenino,57,Supervisor,Operaciones,0,44,11,3,9,2.839838477972583,94127,7935,2,52,9,3,10,2,Sí,3.5192307692307683
1375,Masculino,34,Analista de Datos,Servicio al Cliente,12,44,7,5,5,3.893940910514158,85965,1891,1,73,3,3,13,1,Sí,3.423076923076923
1376,Masculino,53,Piloto,Servicio al Cliente,23,30,10,1,6,2.483347858942437,108152,1461,0,31,8,4,6,2,Sí,3.8269230769230766
1377,Femenino,57,Supervisor,Tecnología,31,44,3,6,7,3.218989160670406,89198,6920,2,24,5,0,13,1,Sí,3.2499999999999996
1378,Masculino,58,Piloto,Tecnología,29,44,8,9,5,1.114282742570405,144077,1999,3,52,8,1,5,0,No,3.5
1379,Femenino,47,Contador,Mantenimiento,5,44,13,7,1,2.847337246684786,48288,1970,1,63,2,2,0,0,Sí,2.2115384615384612
1380,Femenino,43,Agente de Tráfico,Operaciones,25,44,2,8,9,1.9703021379005663,140162,1551,0,32,5,0,0,0,No,3.519230769230769
1381,Femenino,25,Agente de Tráfico,Mantenimiento,7,44,11,6,2,3.0654753621434194,122060,3851,1,37,5,3,0,2,Sí,2.8076923076923075
1382,Femenino,52,Asistente de Vuelo,Servicio al Cliente,9,30,11,5,7,3.103332821245748,42225,101,2,78,7,3,0,2,Sí,3.8653846153846154
1383,Masculino,39,Supervisor,Operaciones,14,44,7,6,8,4.012635712308221,124683,8083,2,7,6,0,9,0,No,2.4423076923076916
1384,Femenino,59,Piloto,Recursos Humanos,22,30,3,7,8,3.1593665114676086,140023,1460,0,0,2,0,14,2,Sí,2.3076923076923075
1385,Masculino,45,Administrador,Servicio al Cliente,0,30,9,9,1,3.4570766911116855,31752,8925,1,73,0,3,13,2,No,2.019230769230769
1386,Femenino,44,Supervisor,Servicio al Cliente,7,44,7,8,10,3.118586326920174,56313,532,1,58,1,2,9,2,Sí,3.0961538461538463
1387,Masculino,43,Ingeniero,Servicio al Cliente,2,30,9,5,7,4.961509737543318,130258,91,2,34,9,2,13,1,Sí,2.7884615384615383
1388,Femenino,23,Asistente de Vuelo,Operaciones,5,44,2,7,9,4.1664774476928965,117191,1819,1,15,1,0,0,2,Sí,2.3076923076923075
1389,Masculino,52,Piloto,Tecnología,16,30,6,8,3,4.022580112009091,128841,1156,1,13,0,4,1,0,Sí,1.865384615384615
1390,Masculino,32,Agente de Tráfico,Finanzas,14,30,5,1,8,3.5090378439750554,86734,4934,1,4,3,3,1,0,No,3.5576923076923075
1391,Femenino,49,Analista de Datos,Recursos Humanos,5,30,14,8,8,3.11348279732335,48774,8696,0,79,5,1,3,2,No,3.346153846153846
1392,Femenino,53,Ingeniero,Recursos Humanos,4,44,2,7,9,2.379028558425476,56365,4936,2,20,3,3,2,1,Sí,2.4038461538461533
1393,Femenino,26,Piloto,Mantenimiento,8,44,4,2,8,4.135871704352844,144049,4782,3,57,3,2,3,1,No,4.23076923076923
1394,Femenino,59,Piloto,Operaciones,34,44,4,2,5,1.7584366655487789,104918,6868,0,56,8,2,4,1,No,4.384615384615384
1395,Masculino,31,Contador,Tecnología,13,30,8,6,5,1.1461955997576765,132240,9125,2,10,1,1,3,0,Sí,2.0576923076923075
1396,Femenino,61,Agente de Tráfico,Servicio al Cliente,29,44,13,3,3,3.792688178112405,113415,9447,0,70,0,2,2,0,No,3.692307692307692
1397,Masculino,45,Supervisor,Finanzas,14,30,7,1,6,1.5794067871149342,89531,883,3,7,6,1,2,2,Sí,2.673076923076923
1398,Masculino,56,Analista de Datos,Operaciones,14,30,13,8,10,4.615304331043724,61972,2704,0,13,4,2,3,2,No,2.673076923076923
1399,Femenino,44,Contador,Operaciones,15,44,5,7,3,4.0827255478780575,68984,6441,0,48,4,1,5,2,Sí,2.5769230769230766
1400,Masculino,38,Analista de Datos,Tecnología,20,30,9,4,2,3.4089775113092,50907,4059,3,32,1,4,6,1,No,3.096153846153846
1401,Masculino,22,Asistente de Vuelo,Finanzas,4,44,1,1,7,2.255698614698435,33370,4318,1,23,5,3,3,2,Sí,3.0
1402,Masculino,52,Agente de Tráfico,Servicio al Cliente,18,44,4,2,10,3.5517694363593613,96795,2109,2,70,4,2,7,2,No,4.384615384615384
1403,Masculino,52,Piloto,Operaciones,2,30,5,9,3,2.907426759540023,35826,7072,3,37,4,0,14,2,No,1.6346153846153846
1404,Femenino,62,Administrador,Recursos Humanos,3,44,8,4,4,2.164593871278657,83227,9470,0,78,5,1,5,2,No,3.0961538461538463
1405,Femenino,62,Mecánico,Recursos Humanos,10,44,3,3,10,4.780315908387163,131334,7618,1,49,1,1,4,2,No,3.346153846153846
1406,Femenino,55,Mecánico,Finanzas,32,44,14,8,8,1.6475576614659704,34695,389,0,63,4,1,7,0,Sí,4.019230769230768
1407,Femenino,30,Administrador,Servicio al Cliente,12,30,12,4,1,4.013534997683508,62864,1648,1,1,0,2,5,0,No,1.9807692307692304
1408,Masculino,43,Mecánico,Finanzas,25,30,5,7,9,4.200154271567337,108301,8957,0,38,7,3,0,1,Sí,4.019230769230768
1409,Masculino,34,Contador,Operaciones,15,30,3,5,6,4.807178432713315,141613,8539,2,73,0,0,10,1,No,3.2499999999999996
1410,Femenino,46,Asistente de Vuelo,Recursos Humanos,8,30,13,5,2,3.197665719208635,91930,9537,2,13,6,1,0,1,No,1.7884615384615383
1411,Femenino,39,Mecánico,Mantenimiento,10,30,7,6,3,3.1395006440574624,128241,6015,0,11,5,1,13,0,No,1.8076923076923075
1412,Femenino,33,Asistente de Vuelo,Finanzas,5,44,10,4,5,4.681156836049357,88663,8521,3,77,7,1,12,0,No,3.384615384615384
1413,Masculino,61,Piloto,Mantenimiento,26,44,3,2,6,4.204373037364757,83653,3793,0,50,4,1,9,2,Sí,3.7692307692307687
1414,Femenino,38,Asistente de Vuelo,Mantenimiento,11,44,7,6,9,4.054545918181616,120826,6064,0,9,5,0,9,1,Sí,2.4230769230769225
1415,Femenino,36,Contador,Tecnología,18,44,14,5,2,4.156548216845248,114414,9165,3,43,3,1,5,2,No,2.692307692307692
1416,Femenino,62,Administrador,Recursos Humanos,20,44,2,3,5,2.9727243658571476,147434,1245,3,39,9,0,7,0,No,3.3461538461538454
1417,Masculino,36,Asistente de Vuelo,Finanzas,18,44,7,4,7,1.1656744713241873,34043,2237,0,59,9,0,8,2,Sí,4.346153846153846
1418,Masculino,36,Analista de Datos,Mantenimiento,16,30,9,3,7,1.7930595346379166,43586,2619,1,69,0,1,14,2,No,3.5576923076923075
1419,Masculino,60,Supervisor,Operaciones,28,30,12,3,4,3.571968350657147,100675,8396,2,30,6,4,3,2,No,3.5
1420,Masculino,34,Mecánico,Tecnología,9,44,5,4,3,2.5846636737170865,62630,7915,1,36,1,0,10,2,No,2.096153846153846
1421,Masculino,38,Administrador,Servicio al Cliente,17,30,12,2,8,3.4270809935880124,79736,362,3,72,0,4,6,0,Sí,4.076923076923077
1422,Masculino,53,Ingeniero,Tecnología,12,30,6,4,2,3.206711610965037,77530,331,2,57,0,0,8,0,Sí,2.442307692307692
1423,Masculino,30,Piloto,Servicio al Cliente,12,30,13,10,5,2.7546412222275403,145641,7593,0,42,0,2,11,0,Sí,2.730769230769231
1424,Masculino,61,Supervisor,Recursos Humanos,9,30,10,2,10,1.9389120859237847,32897,6987,2,70,1,1,12,0,No,3.7884615384615383
1425,Femenino,41,Analista de Datos,Finanzas,23,44,11,10,5,3.8758395631145404,135832,421,0,37,0,2,7,1,Sí,2.8269230769230766
1426,Femenino,47,Agente de Tráfico,Finanzas,2,30,3,8,1,4.636180519005583,32030,8954,0,7,3,0,11,1,No,0.8461538461538461
1427,Masculino,48,Contador,Servicio al Cliente,21,30,13,10,7,4.079854875803159,111205,2783,3,33,9,2,12,2,Sí,3.1153846153846154
1428,Masculino,42,Supervisor,Operaciones,24,30,10,5,4,1.480152944488597,112513,5290,1,16,9,1,7,2,Sí,2.9423076923076916
1429,Femenino,39,Administrador,Servicio al Cliente,2,44,5,7,10,3.1517989539991254,130135,248,3,16,6,1,0,2,No,2.384615384615384
1430,Masculino,34,Administrador,Servicio al Cliente,16,30,13,4,2,4.341464729462327,44362,6324,3,52,9,0,9,2,No,3.634615384615384
1431,Masculino,37,Administrador,Finanzas,1,30,5,10,8,3.363927128414797,72636,482,2,14,2,0,5,1,Sí,1.5384615384615383
1432,Masculino,30,Piloto,Mantenimiento,10,30,3,6,4,2.758276643654151,102135,5503,1,63,8,4,10,0,Sí,3.3269230769230766
1433,Femenino,33,Asistente de Vuelo,Operaciones,9,30,8,10,1,2.1381853992196835,62879,4414,1,56,1,3,8,2,Sí,2.019230769230769
1434,Femenino,59,Mecánico,Finanzas,32,44,6,4,8,2.3215630023457203,123846,8891,1,19,1,2,14,1,Sí,3.3846153846153846
1435,Femenino,40,Agente de Tráfico,Tecnología,6,44,13,6,7,1.9686273203920415,67238,5232,1,60,6,4,7,1,No,3.346153846153846
